label,pattern,replace,language
fruit_type_term,cámara,schizocarp,spanish
fruit_type_term,cámaras,schizocarp,spanish
fruit_type_term,cárcerulo,schizocarp,spanish
fruit_type_term,cárcerulos,schizocarp,spanish
fruit_type_term,esquizocarpo,schizocarp,spanish
fruit_type_term,esquizocarpos,schizocarp,spanish
fruit_type_term,mericarpio,schizocarp,spanish
fruit_type_term,mericarpos,schizocarp,spanish
fruit_type_term,regma,schizocarp,spanish
fruit_type_term,regmas,schizocarp,spanish
fruit_type_term,sorosis,sorosis,spanish
fruit_type_term,sicono,syconium,spanish
fruit_type_term,siconos,syconium,spanish
fruit_type_term,utrículo,utricle,spanish
fruit_type_term,utrículos,utricle,spanish
fruit_type_term,aken,achene,turkish
fruit_type_term,akenler,achene,turkish
fruit_type_term,kanatlı aken,achene,turkish
fruit_type_term,kanatlı akenler,achene,turkish
fruit_type_term,sipsela,achene,turkish
fruit_type_term,sipselalar,achene,turkish
fruit_type_term,antokarp,anthocarp,turkish
fruit_type_term,antokarplar,anthocarp,turkish
fruit_type_term,amfisarka,berry,turkish
fruit_type_term,amfisarkalar,berry,turkish
fruit_type_term,arillokarpyum,berry,turkish
fruit_type_term,arillokarpyumlar,berry,turkish
fruit_type_term,bakka,berry,turkish
fruit_type_term,bakkalar,berry,turkish
fruit_type_term,balaustalar,berry,turkish
fruit_type_term,epispermatyum,berry,turkish
fruit_type_term,epispermatyumlar,berry,turkish
fruit_type_term,etli bakka,berry,turkish
fruit_type_term,etli bakkalar,berry,turkish
fruit_type_term,hesperidyum,berry,turkish
fruit_type_term,hesperidyumlar,berry,turkish
fruit_type_term,kaktidyum,berry,turkish
fruit_type_term,kaktidyumlar,berry,turkish
fruit_type_term,pepolar,berry,turkish
fruit_type_term,pulplu bakka,berry,turkish
fruit_type_term,pulplu bakkalar,berry,turkish
fruit_type_term,sinkarp,berry,turkish
fruit_type_term,sinkarplar,berry,turkish
fruit_type_term,kapsül,capsule,turkish
fruit_type_term,kapsüller,capsule,turkish
fruit_type_term,lokulisidal,capsule,turkish
fruit_type_term,lokulisidal kapsül,capsule,turkish
fruit_type_term,lokulisidal kapsüller,capsule,turkish
fruit_type_term,lokulisidaller,capsule,turkish
fruit_type_term,piksis,capsule,turkish
fruit_type_term,piksisler,capsule,turkish
fruit_type_term,porisidal,capsule,turkish
fruit_type_term,porisidal kapsül,capsule,turkish
fruit_type_term,porisidal kapsüller,capsule,turkish
fruit_type_term,porisidaller,capsule,turkish
fruit_type_term,septisidal,capsule,turkish
fruit_type_term,septisidal kapsül,capsule,turkish
fruit_type_term,septisidal kapsüller,capsule,turkish
fruit_type_term,septisidaller,capsule,turkish
fruit_type_term,silikula,capsule,turkish
fruit_type_term,silikulalar,capsule,turkish
fruit_type_term,siliqualar,capsule,turkish
fruit_type_term,sirkumskisil,capsule,turkish
fruit_type_term,sirkumskisil kapsül,capsule,turkish
fruit_type_term,sirkumskisil kapsüller,capsule,turkish
fruit_type_term,sirkumskisiller,capsule,turkish
fruit_type_term,karyopsis,caryopsis,turkish
fruit_type_term,karyopsisler,caryopsis,turkish
fruit_type_term,agregat drupa,drupe,turkish
fruit_type_term,agregat drupalar,drupe,turkish
fruit_type_term,drupalar,drupe,turkish
fruit_type_term,drupetumlar,drupe,turkish
fruit_type_term,drupçuk,drupe,turkish
fruit_type_term,drupçuklar,drupe,turkish
fruit_type_term,kompozit drupa,drupe,turkish
fruit_type_term,kompozit drupalar,drupe,turkish
fruit_type_term,psödodrupa,drupe,turkish
fruit_type_term,psödodrupalar,drupe,turkish
fruit_type_term,taş çekirdekli meyve,drupe,turkish
fruit_type_term,taş çekirdekli meyveler,drupe,turkish
fruit_type_term,folikül,follicle,turkish
fruit_type_term,foliküller,follicle,turkish
fruit_type_term,megastrobiluslar,gymnosperm_cone,turkish
fruit_type_term,mikrostrobilus,gymnosperm_cone,turkish
fruit_type_term,mikrostrobiluslar,gymnosperm_cone,turkish
fruit_type_term,ovül taşıyan kozalak,gymnosperm_cone,turkish
fruit_type_term,ovül taşıyan kozalaklar,gymnosperm_cone,turkish
fruit_type_term,polen kozalak,gymnosperm_cone,turkish
fruit_type_term,polen kozalaklar,gymnosperm_cone,turkish
fruit_type_term,strobiluslar,gymnosperm_cone,turkish
fruit_type_term,tohum kozalak,gymnosperm_cone,turkish
fruit_type_term,tohum kozalaklar,gymnosperm_cone,turkish
fruit_type_term,bakkamsı kozalak,gymnosperm_fleshy_cone,turkish
fruit_type_term,bakkamsı kozalaklar,gymnosperm_fleshy_cone,turkish
fruit_type_term,galbuluslar,gymnosperm_fleshy_cone,turkish
fruit_type_term,bakla,legume,turkish
fruit_type_term,baklalar,legume,turkish
fruit_type_term,legüm,legume,turkish
fruit_type_term,legümler,legume,turkish
fruit_type_term,lomentler,legume,turkish
fruit_type_term,kanatlı nut,nut,turkish
fruit_type_term,kanatlı nutlar,nut,turkish
fruit_type_term,nut,nut,turkish
fruit_type_term,nutlar,nut,turkish
fruit_type_term,nutçuk,nut,turkish
fruit_type_term,nutçuklar,nut,turkish
fruit_type_term,nukulanyum,pome,turkish
fruit_type_term,nukulanyumlar,pome,turkish
fruit_type_term,pom,pome,turkish
fruit_type_term,pomlar,pome,turkish
fruit_type_term,kanatlı samara,samara,turkish
fruit_type_term,kanatlı samaralar,samara,turkish
fruit_type_term,samaralar,samara,turkish
fruit_type_term,samaroidler,samara,turkish
fruit_type_term,kamara,schizocarp,turkish
fruit_type_term,kamaralar,schizocarp,turkish
fruit_type_term,karserulus,schizocarp,turkish
fruit_type_term,karseruluslar,schizocarp,turkish
fruit_type_term,kokkus,schizocarp,turkish
fruit_type_term,kokkuslar,schizocarp,turkish
fruit_type_term,kremokarp,schizocarp,turkish
fruit_type_term,kremokarplar,schizocarp,turkish
fruit_type_term,merikarp,schizocarp,turkish
fruit_type_term,merikarplar,schizocarp,turkish
fruit_type_term,regmalar,schizocarp,turkish
fruit_type_term,şizokarp,schizocarp,turkish
fruit_type_term,şizokarplar,schizocarp,turkish
fruit_type_term,sorozis,sorosis,turkish
fruit_type_term,sorozisler,sorosis,turkish
fruit_type_term,sikonyum,syconium,turkish
fruit_type_term,sikonyumlar,syconium,turkish
fruit_type_term,utrikel,utricle,turkish
fruit_type_term,utrikeller,utricle,turkish
